"region","dealer_code","dealer_name","channel_name","case_id","description","created_on","created_by","updated_on","updated_by","reason_code","case_owner","status","case_sub_type_id","case_closure_date","escalation_level"
"NORTH 2","11159 - BTO","DURGA TRADERS","Arena","B2565951905","Customer is requesting a status update and expected timeline for a pending refund of ₹2075 following an order cancellation on May 9, 2026. The initial transaction was successfully processed via UPI under Order Number SP02600051251 (CRM ID: E1767676866) through the dealership Durga Traders (PIN Code: 182144). Despite nearly a month passing since the cancellation, the funds have not yet been credited back to the customer's account. Kindly resolute at earliest.","2026-06-15 03:26:30.048551","81111260@maruticrm.onmicrosoft.com","2026-06-15 03:26:30.048551","81111260@maruticrm.onmicrosoft.com","OPEN","Query-MSGP","OPEN","2",NULL,NULL
"WEST 2","15052 - PNI","PAGARIYA AUTO PVT. LTD.","Arena","B6715732910","Customer call regarding their vehicle servicing requirement; shared customer details with the workshop team and provided the CCM contact number for further assistance.","2026-06-15 03:28:03.78835","81116913@maruticrm.onmicrosoft.com","2026-06-15 03:28:03.78835","81116913@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","16473 - AG8","MERAK VEHICLES LLP","Nexa","B8721130597","Customer wanted to know about battery details that it is battery is of which company and MH capacity customer want to know the details about the battery so kindly contact the customer ","2026-06-15 03:30:03.26438","1153962@maruticrm.onmicrosoft.com","2026-06-15 03:30:03.26438","1153962@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 4","15140 - DIS","DAGA MOTORS (AUNIT OF","Arena","B5960438471"," The customer requested the workshop's contact information, so the phone number was shared with them.","2026-06-15 03:30:27.722217","1170220@maruticrm.onmicrosoft.com","2026-06-15 03:30:27.722217","1170220@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","12832 - KRG","SIMRAN MOTORS PVT. LTD.","Arena","B8837152474","The customer states that he left their vehicle at the service center , but the work was not done properly. Additionally, the customer is deeply distressed and frustrated about the situation need solution asap ","2026-06-15 03:33:31.331292","1170278@maruticrm.onmicrosoft.com","2026-06-15 03:33:31.331292","1170278@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 3","15707 - DXX","RAMLAL DURGADUTT MOTORS PVT LTD","Arena","B3739656766","The customer had booked the car on 4th April, and the booking amount was Rs. 3000. Then the customer has cancelled the car due to some reason. The customer has not received the refund yet. The showroom had given a timeline to the customer that you will get the refund in 10 days, but the customer has not received the refund customer contacted with Pinku Bohra but he is not responding the call ,","2026-06-15 03:34:08.238646","1154837@maruticrm.onmicrosoft.com","2026-06-15 03:34:08.238646","1154837@maruticrm.onmicrosoft.com","OPEN","Query - Sales","OPEN","2",NULL,NULL
"SOUTH EAST 1","10066 - THI","VARUN MOTORS PVT LTD","Arena","B2266715426","Customer concern is he would like to book a service request with workshop but unable to do  ,so raise the query for service booking related and shared the details of CCM-Mounika","2026-06-15 03:35:53.09579","81113799@maruticrm.onmicrosoft.com","2026-06-15 03:35:53.09579","81113799@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","10096 - GZP","AGR AUTOMOBILES PVT. LTD.","Nexa","B6494848262","Customer want to know where the milage shows in his vehicle. Hence i have provide nearest service center address.","2026-06-15 03:37:26.633488","81122506@maruticrm.onmicrosoft.com","2026-06-15 03:37:26.633488","81122506@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 3","12536 - CHI","POPULAR VEHICLES & SERVICES LTD.","Nexa","B8873819881","Customer VOC: ​I hope this email finds you well.
​I recently booked a Maruti Fronx Delta Plus variant (Bluish Black color) at your Popular Maruti dealership in Palarivattom on 13/06/2026 under Booking ID: 2529092.
​I am writing to sincerely request your assistance in expediting the delivery of my vehicle due to pressing professional and family commitments.
​I am currently serving in the Defence Fire Service with the Indian Navy. Due to the unpredictable, high-stakes, and demanding nature of my duties, having reliable personal transport is crucial for managing my family's logistics.
​Furthermore, my daughter is pursuing her MBBS at Medical College, Palakkad. Because the campus is situated in a relatively remote area far from our home, I need to make frequent trips to visit and support her. Relying on public transport for these long, irregular journeys to a remote location has become increasingly difficult and raises safety concerns for my family.
​Having our own vehicle would immensely help me balance my national service commitments with my responsibilities as a parent.
​Given these unique circumstances, I request you to please consider my allocation on a priority basis. If there is a customer cancellation or an early allotment of this specific variant, I would be deeply grateful if it could be allocated to me.=================Synopsis VOC:=====================  The Customer recently booked a Maruti Fronx Delta Plus variant (Bluish Black color) at the Popular Maruti dealership in Palarivattom on 13/06/2026 under Booking ID: 2529092. Due to critical professional and familial obligations, the Customer is seeking an expedited delivery of the vehicle on a priority basis. Professionally, the Customer serves in the Defence Fire Service with the Indian Navy, a high-stakes role that demands reliable personal transport to manage daily logistics. Domestically, the Customer's daughter is pursuing her MBBS at a remote medical college campus in Palakkad, necessitating frequent, long-distance travel from home. Relying on public transit for these irregular journeys presents significant logistical hurdles and safety concerns. Given these compounding factors, the Customer requests that the dealership prioritize their allocation, specifically by considering them for any early allotments or vehicle availabilities arising from customer cancellations. Kindly look into this matter. ","2026-06-15 03:37:27.585825","81114043@maruticrm.onmicrosoft.com","2026-06-15 03:37:27.585825","81114043@maruticrm.onmicrosoft.com","OPEN","Query - Sales","OPEN","1",NULL,NULL
"NORTH 2","13042 - NHC","JAMMU MOTORS PVT. LTD.","Arena","B6787669347","The customer stated that he booked a car but his loan request was rejected due to a poor CIBIL score so he cannot purchase the vehicle now and although he initially paid five thousand rupees for booking he later paid an additional forty five thousand rupees which has not been refunded by the dealership yet . so since he has not spoken to any higher authority I registered a query and shared the quality control manager number with him for further assistance.","2026-06-15 03:37:39.194405","81113798@maruticrm.onmicrosoft.com","2026-06-15 03:37:39.194405","81113798@maruticrm.onmicrosoft.com","OPEN","Query - Sales","OPEN","1",NULL,NULL
"EAST 2","50958 - GY9","KARLO MOTORS PRIVATE LIMITED","True Value","B5365512809","The customer is extremely frustrated and distressed as it has been a year since they purchased their vehicle, but they still have not received their Registration Certificate (RC). They have already followed up at the local office/portal but received no concrete resolution regarding the registration. After validating their concern and taking the necessary details, the customer care executive has successfully registered a formal case/grievance in the system to expedite the RC procurement process.","2026-06-15 03:38:49.650043","81122568@maruticrm.onmicrosoft.com","2026-06-15 03:38:49.650043","81122568@maruticrm.onmicrosoft.com","OPEN","Query-True Value","OPEN","1",NULL,NULL
"WEST 3","10064 - NAG","STARLINE CARS PVT LTD","Arena","B5658518559"," customer states that they are facing a recurring issue with their vehicle's bill, regarding which they had visited the workshop a short while ago. At that time, the issue was supposedly rectified as per company norms. However, the exact same problem has occurred in the vehicle's bill once again. Whenever the customer tries to discuss this at the workshop, they are denied accurate information. Furthermore, they are billed every time they visit the workshop, yet no precise details are provided. Kindly assist the customer and ensure they receive accurate information regarding this repeated billing issue. I have shared the senior authority's contact number with them","2026-06-15 03:39:25.152973","1153945@maruticrm.onmicrosoft.com","2026-06-15 03:39:25.152973","1153945@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","13264 - AOI","PREM MOTORS PVT. LTD.","Nexa","B3134055314","The customer needed battery details for warranty purposes and required a contact number, so I provided the number of a nearby dealer.","2026-06-15 03:39:47.222734","1157607@maruticrm.onmicrosoft.com","2026-06-15 03:39:47.222734","1157607@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 3","10123 - TJR","M G MOTORS","Arena","B3484842196","The customer has purchased a Brezza car. The 360 ​​degree camera on the right side of his car is turning blue. Regarding this, the customer went to the service centre and showed it to them. They told him that there is a problem with the wire. They said that the wire will come in 7 days but it has not come yet. Hence FCR pitched customer agreed shared CCM number Tanya Sharma and query raised.","2026-06-15 03:40:28.946646","81128798@maruticrm.onmicrosoft.com","2026-06-15 03:40:28.946646","81128798@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
